클레임유형,공장,생산법인,판매지역,수출국가,해외내수,등급,귀책구분,최종확정,차종,RO번호,차대번호,"원인부품
분류코드",부품번호,부품대분류,부품중분류,부품명,"직거래
/직개발",불량구분,"부품
대분류",부품계통,현상명(재분류),HKMC 현상,HKMC 현상명,HKMC 원인,HKMC 원인명,"파셜화
대상여부","Assy/
Partial",DTC 1번째,DTC 2번째,DTC 3번째,"생산
년월일",생산월,생산년,"판매
년월일",판매월,판매년,"선적
년월일",선적월,"정비등록
년월일",정비등록월,"정비확정
년월일",정비확정월,"데이터적재
년월일","데이터적재
년월",실적년,총주행거리(Km),"판매소요
일수","차량사용
일수","차량사용
기준개월","정비작업
코드",정비망코드,정비망,"해외딜러
코드",수리권역,수리지역,직/간접망구분,정비사업소명,"정비특이사항
코드","정비특이사항
제목명","품질특이사항
내용","품질특이사항
(번역)","클레임
발생구분","확정
부품금액","확정
부품금액",수리금액,외주금액,"차대번호
엔진코드","변속기
코드",엔진넘버,엔진명,엔진생산일,"트랜스미션
번호","개발업체
코드",납품업체,3M 100만,'12M 100만,36M 100만,이의제기,이의제기(기타),실적확정,신규RO조합,현대위아 현상,현대위아 현상명,현대위아 원인,현대위아 원인명,등록번호,접수자,"위아
처리구분","위아
진행단계",개선부문,경과일,의뢰일자,중복문제,재발여부,안전문제,심각도,협력사담당자
W:일반 클레임,서산1엔진,HMC,한국,한국,내수,B,,미확정,AX1,S02DG72025200065800,KMHB3518BPW057826,28450,2845007000,카파엔진,EGR밸브,밸브 어셈블리－EGR,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P049D00,,,2022/11/29,2022/11,2022,2022/12/29,2022/12,2022,2022/12/24,2022/12,2025/10/16,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,20491,30,1022,35,28320R00,S02DG7,진해점,-,한국,경상남도,간접망,진해점,-,-,"[C]1.현상 : 경고등 점등으로입고
2.점검내용 및 원인 : 스케너 확인시 P049D 배기가스 재순환(EGR) ""A""위치센서 학습값이상. 코드 확인됨
커넥터 확인시 충격 파손 개조흔적 안보임.
커넥터 채결상태 핀상태 확인시 정상.
EGR 내부 불량으로 판단됨
3.조치내용 : EGR 교환후 정상
4.요망사항 : 첨부파일 참조",,,39.12,57.75,96.87,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND208776,G3LⅢ1.0MPI,20221123,EN4WD3314108,SE09,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWH-S02DG7-2025-2-000658-0-@-@-@-@-0-0,,,,,,,,,,,,,,Y,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,RX91002025W00096200,KNAB2518BNT964946,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,경고등점등,Q72,엔진 소음/이음_공회전시,ZZ5,상품성/성능 불만,비해당,비해당,U060F00,C161308,C161308,2022/04/26,2022/04,2022,2022/04/28,2022/04,2022,2022/04/29,2022/04,2025/10/15,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,83368,2,1266,43,25100R1K,RX9100,노형점,-,한국,제주도,간접망,노형점,-,-,"[C]1.현상 : 엔진경고등 점등 워터펌프 소음 나타남
2.점검내용 및 원인 : 시운전시 저속에서 가속시 따르르 이음,워터펌프 이음확인,동영상 첨부
3.조치내용 : 워터펌프 교환후 정상출고",,R,53.75,41.16,94.91,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND069270,G3LⅢ1.0MPI,20220418,EN3MD3187903,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWK-RX9100-2025-W-000962-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,HMC,한국,한국,내수,B,,미확정,AX1,L01DN32025200113900,KMHB3518BPW050752,25600,2560007500,카파엔진,기타,터멀 매니지먼트 모듈,직개발,,E,엔진,누유/누기/누수,L31,냉각수 문제_누수,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/10/19,2022/10,2022,2022/10/27,2022/10,2022,2022/10/25,2022/10,2025/10/17,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,54415,8,1086,37,25613R00,L01DN3,풍암동부점,-,한국,광주광역시,간접망,풍암동부점,-,-,"[C]1.현상 : 냉각수 누수.
2.점검내용 및 원인 : 1. 리프팅 하부에서 확인시 터멀 매니지먼트 누수.
2. 엔진룸 확인시 변속기 상단 냉각수 누수로 고임 현상 발생.  
3.조치내용 : 터멀 매니지먼트 모듈 교환 및 냉각수 충진 작업 실시. 
4.요망사항 : ------",,,75.31,39.38,114.68,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND179553,G3LⅢ1.0MPI,20221013,EN4WD3285532,S196,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWH-L01DN3-2025-2-001139-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,KK03202025W00085000,KNAB6518BMT796509,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직개발,,E,엔진,누유/누기/누수,L31,냉각수 문제_누수,ZZ4,단품 재질 불량,비해당,비해당,,,,2021/03/02,2021/03,2021,2021/03/04,2021/03,2021,2021/03/05,2021/03,2025/10/15,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,71111,2,1686,57,25100R1K,KK0320,㈜공단공업사,-,한국,충청북도,간접망,㈜공단공업사,-,-,"[C]1.현상 : 차량 엔진 소음 과다 발생 및 부동액 누수 발생으로 견인입고됨
2.점검내용 및 원인 : 엔진 소음 과다 발생 및 부동액 누수 발생으로 입고되어 점검시 육안으로 부동액 과다 누수 확인되며 워터펌프 불량으로 인한 소음 및 누수 과다 발생으로 확인됨
3.조치내용 : 워터펌프 교환",,R,53.75,42.42,171.28,75.11,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDMD035657,G3LⅢ1.0MPI,20210225,EM3MD3944101,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWK-KK0320-2025-W-000850-0-@-@-@-@-0-0,,,,,,,,,,,,,,Y,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,GX14502025W00049000,KNAB3518BPT984824,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ5,상품성/성능 불만,비해당,비해당,,,,2022/06/16,2022/06,2022,2022/07/22,2022/07,2022,2022/07/23,2022/07,2025/10/16,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,41578,36,1182,40,25100R1K,GX1450,진접동부점,-,한국,경기도,간접망,진접동부점,-,-,"[C]1.현상 : 시동시 ""휘리릭"" 휘파람 소리 발생(동영상 참조)
2.점검내용 및 원인 : 시동 점검시 소음 발생 확인
워터펌프 베어링 및 내부마모 소음발생
3.조치내용 : 신품 교환후 부동액 보충하여 출고",,R,53.75,34.44,88.19,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND104965,G3LⅢ1.0MPI,20220614,EN3MD3219756,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWK-GX1450-2025-W-000490-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,GX13302025W00078100,KNAB3518BMT838135,39300,3930008000,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,,,비해당,비해당,P00CE00,,,2021/06/16,2021/06,2021,2021/06/17,2021/06,2021,2021/06/18,2021/06,2025/10/17,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,27569,1,1583,53,39302R1K,GX1330,신향남점,-,한국,경기도,간접망,신향남점,-,-,"[C]1.현상 : 경고등 점등으로입고
2.점검내용 및 원인 : GDS장비진단P00CE00점등,센서 커넥터 체결상태정상,2일전타업소에서 한번기억소하셨다함,센서 내부불양 의심
3.조치내용 : MAP센서 교환",,R,9.86,14.18,24.03,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDMD105636,G3LⅢ1.0MPI,20210608,EM3MD3011639,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWK-GX1330-2025-W-000781-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,HMC,한국,한국,내수,B,,미확정,AX1,G01H032025200207700,KMHB1518BSW134978,35310,3531008000,카파엔진,인젝터,인젝터 어셈블리－연료,직거래,,E,엔진,시동불량,D92,엔진 시동불량/꺼짐지연_크랭킹 가능,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2024/08/20,2024/08,2024,2024/10/22,2024/10,2024,2024/10/22,2024/10,2025/10/17,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,23229,63,360,12,35310R00,G01H03,㈜중앙공업사,-,한국,충청북도,간접망,㈜중앙공업사,-,-,"[C]1.현상 : 시동 잘안걸림
2.점검내용 및 원인 : 차량 오랜시간 주차후 시동 걸면 시동이 잘안걸림. 자기진단시 고장코드 없으며,
압축압력 이상 없음. 인젝터 문제로 판단됨
3.조치내용 : 인젝터 6개 교체후 출후 상황 모니터링 예정
4.요망사항 : 요청사항 없음",,,89.63,26.78,116.4,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDRD139414,G3LⅢ1.0MPI,20240810,ER4WD3699913,,서산1엔진,비대상,대상,대상,비해당,,미확인,2-GSWH-G01H03-2025-2-002077-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,EX01902025W00129000,KNAB2518BST284124,28164,2816407000,카파엔진,AFS,센서 어셈블리－에어 플로우,직거래,,E,엔진,경고등점등,I11,작동불량_작동안됨,ZZ5,상품성/성능 불만,비해당,비해당,U060F00,U060F00,U060F00,2024/07/15,2024/07,2024,2024/07/17,2024/07,2024,2024/07/19,2024/07,2025/10/11,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,47645,2,451,16,28164R00,EX0190,동춘점㈜,-,한국,인천광역시,간접망,동춘점㈜,-,-,"[C]1.현상 : 1 MAF또는 VAF센서 응답지연 경고등 점등
2.점검내용 및 원인 : 2 시운전및스캔툴진단 배선점검
3 육안점검 및 스캐너점검 배선점검 추가 에어플로워센서 회로불량으로 교체요함
3.조치내용 : 4 에어플로우 센서 교환및배선점검",,R,25.72,33.6,59.32,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDRD122847,G3LⅢ1.0MPI,20240712,ER3ID3687583,S045,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-EX0190-2025-W-001290-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,아중동,남아프리카,수출,B,,미확정,YB,E37VASA176KM2500000,KNADB518LP6800560,28450,2845008000,카파엔진,EGR밸브,밸브 어셈블리－EGR,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P040200,,,2023/01/18,2023/01,2023,2023/06/29,2023/06,2023,2023/01/19,2023/01,2025/10/02,2025/10,2025/10/16,2025/10,2025/10/18,2025/10,2025,78279,162,826,28,28320R4K,E37VA,,SA176,아프리카,,,,-,-,"[C]Antoinette Nordje
Customer complains engine light on dash and rev fluctuating
[R]Remove and replace EGR unit
[T]VDN: 251002011I
DCO found internal mechanical fault on the EGR
P040200 - Engine - ECR ""A"" flow excessive detected - History
[L]15 000 @ 28.02.2024
30 000 @ 04.06.2024
45 000 @ 09.10.2024
60 000 @ 20.03.2025
75 000 @ 29.08.2025","[C]앙투아네트 노르제
고객이 대시보드의 엔진 표시등 및 회전수 변동에 대해 불만 제기
[R]EGR 장치 제거 및 교체
[T]VDN: 251002011I
DCO가 EGR에서 내부 기계적 결함을 발견했습니다.
P040200 - 엔진 - ECR ""A"" 유량 초과 감지 - 이력
[L]15 000 @ 28.02.2024
30 000 @ 04.06.2024
45 000 @ 09.10.2024
60 000 @ 20.03.2025
75 000 @ 29.08.2025",R,74.04,15.29,89.33,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFPD009231,G4LⅢ1.2MPI,20230113,ND230108036,SE09,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-E37VA-SA176-KM25000446-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,아중동,남아프리카,수출,B,,미확정,YB,E37VASA176KM2500000,KNADB518LN6707046,25281,2528107006,카파엔진,벨트텐셔너,텐셔너 어셈블리,직거래,,E,엔진,소음,Q75,엔진 소음/이음_주행중,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/05/26,2022/05,2022,2022/09/08,2022/09,2022,2022/05/31,2022/05,2025/09/30,2025/09,2025/10/16,2025/10,2025/10/18,2025/10,2025,80014,105,1118,38,25281R1K,E37VA,,SA176,아프리카,,,,-,-,"[C]Antoinette Nordje
Customer complaint fan belt  noisy.
[R]Remove and replace tensioner, fan belt, idler and water pump pulley.
[T]VDN: 250930007I
Internal mechanical fault in tensioner causing damage to fan belt, idler and water pump pulley.
[L]15 000 @ 09.03.2023
30 000 @ 16.10.2023
45 000 @ 27.05.2024
60 000 @ 06.02.2025
75 000 @ 30.09.2025
[D]check labour code on your invoice and gwms-simz16/10","[C]앙투아네트 노르제
고객 불만 팬 벨트 소음.
[R]텐셔너, 팬 벨트, 아이들러 및 워터 펌프 풀리를 제거하고 교체하십시오.
[T]VDN: 250930007I
텐셔너의 내부 기계적 결함으로 인해 팬 벨트, 아이들러 및 워터 펌프 풀리가 손상되었습니다.
[L]15 000 @ 09.03.2023
30 000 @ 16.10.2023
45 000 @ 27.05.2024
60 000 @ 06.02.2025
75 000 @ 30.09.2025
[D]인보이스에서 인건비 코드 및 gwms-simz16/10을 확인하세요.",R,81.34,22.93,104.27,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND082963,G4LⅢ1.2MPI,20220510,MD220508090,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-E37VA-SA176-KM25000443-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,아중동,이스라엘,수출,B,,미확정,JA,D06VBIS063KM2500000,KNAB351AJPT021334,21310,2131008010,카파엔진,오일펌프,펌프 어셈블리-오일,직거래,,E,엔진,진동/떨림,I14,작동불량_오작동,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,,,,2022/09/15,2022/09,2022,2022/11/07,2022/11,2022,2022/09/16,2022/09,2025/10/15,2025/10,2025/10/16,2025/10,2025/10/18,2025/10,2025,36070,53,1073,36,21510R2K,D06VB,,IS063,중동,,,,-,-,"[C]???? ?????? ??? ???? ?????? ?????
[R]????? ?????? ??? ??? ???? ?????? ?????
[T]????? ????? ?KDS ?? ????? ??????
????? OBD ????? ??? ???? ?????????
??????:??? ??? ???? ?????? ???????","[C]고객 불만: 주행 시작 시 차량 진동 [R]엔진 오일 팬 분해 및 재조립, 오일 팬 청소 [T]KDS 고장 스캔 결과 이상 없음, OBD 검사 결과 실린더 간 큰 불균일 발견 결과: 밸브 리프터 오일 압력 저하",R,0,30,30,0,DOHC - GDI,A_MANUAL,G4LFND157788,G4LⅢ1.2MPI,20220907,1NA1ND9C4016,Y1IH,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-D06VB-IS063-KM25003394-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,CX01302025W00114700,KNAB1918BST391862,28164,2816407000,카파엔진,AFS,센서 어셈블리－에어 플로우,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,U060F00,,,2025/05/08,2025/05,2025,2025/05/12,2025/05,2025,2025/05/13,2025/05,2025/10/13,2025/10,2025/10/17,2025/10,2025/10/18,2025/10,2025,11507,4,154,6,28164R00,CX0130,현풍점㈜,-,한국,대구광역시,간접망,현풍점㈜,-,-,"[C]1.현상 : 엔진 경고등 점등으로 입고함
2.점검내용 및 원인 : 스캔 진단시 U060F00 CAN 통신회로 MAF또는 VAF 센서 응답지연 경고등 점등 확인됨
외관 점검시 배선 및 손상흔적 없음 에어플로우 센서 자체불량으로 판단됨
3.조치내용 : 에어플로우 센서 교체후 출고함",,R,26.33,16.45,42.78,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDSD090711,G3LⅢ1.0MPI,20250507,ER3ID3586417,S045,서산1엔진,비대상,대상,대상,비해당,,미확인,2-GSWK-CX0130-2025-W-001147-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,슬로바키아,수출,B,,미확정,YB,C50VCSK136KM2500000,KNADC518AM6521347,25281,2528107006,카파엔진,벨트텐셔너,텐셔너 어셈블리,직거래,,E,엔진,소음,Q75,엔진 소음/이음_주행중,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2020/12/23,2020/12,2020,2021/04/30,2021/04,2021,2020/12/31,2020/12,2025/10/13,2025/10,2025/10/16,2025/10,2025/10/18,2025/10,2025,69471,128,1627,55,25281R1K,C50VC,,SK136,유럽,,,,-,-,"[C]nadmern? hluk od motora hlavne pri akceler?cii
[R]V?mena vodiacej a napnacej kladky, v?mena po?kodenho klinovho reme?a.
[T]Nadmern? v??a napnacej kladky a vodiacej kladky, uvo?nen kladky sp?sobili
po?kodenie klinovho reme?a.
[L]SK136","[C] 특히 가속 시 과도한 엔진 소음
[R] 가이드 및 텐션 풀리 교체, 손상된 V-벨트 교체.
[T]장력 풀리와 가이드 풀리의 과도한 느슨함, 풀리 풀림으로 인한
V-벨트 손상.
[L]SK136",R,113.48,31.63,145.11,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFLD217705,G4LⅢ1.2MPI,20201218,KD201200842,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C50VC-SK136-KM25001248-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,HMMC,유럽,에스토니아,수출,B,,미확정,PDH,C45AF15000150925001,TMAH3813AKJ035254,28231,2823103010,카파엔진,터보차저,터보차져,직거래,,E,엔진,소음,Q71,엔진 소음/이음_출발/가속시,ZZ4,단품 재질 불량,비해당,비해당,,,,2018/06/15,2018/06,2018,2018/07/05,2018/07,2018,2018/06/27,2018/06,2025/08/25,2025/08,2025/10/16,2025/10,2025/10/18,2025/10,2025,89164,20,2608,87,28230R00,C45AF,,15000,유럽,,,,-,-,"[C]After the last repair the abnormal noise is back. Ca 2 weeks it was OK, but came back. Last time turbo actuator rod kit
was replaced. At 2000rpm there is metal clunking and creaking noise.
[R]Turbocharger was replaced
[T]Noise inspected: at certain rpm there is rattling noise from turbocharger area. Turbocharger actuator rod kit was replace
17.07.2025 at 85467km.No DTC. Test drive done to confirm customers complaint - rattle when starting taking off from a standstill and rpm goes over 2000 -","[C] 마지막 수리 후 비정상적인 소음이 다시 발생했습니다. 약 2주간은 괜찮았지만 다시 발생했습니다. 지난번 터보 액추에이터 로드 키트
를 교체했습니다. 2000rpm에서 금속이 부딪히는 소리와 삐걱거리는 소음이 있습니다.
[R]터보차저가 교체되었습니다.
[T]소음 점검: 특정 rpm에서 터보차저 영역에서 덜컹거리는 소음이 있습니다. 터보차저 액추에이터 로드 키트가 교체되었습니다.
17.07.2025 85467km에서 DTC 없음. 고객 불만 확인을 위한 테스트 주행 - 정지 상태에서 이륙을 시작하고 rpm이 2000 이상으로 올라갈 때 덜거덕 거리는 소리 - 수행됨.",,0,0,0,0,SOHC - MPI,MANUAL T/M - 6 SPEED 2WD,G4LDJD079012,κ 1.4(T-GDI),20180509,WJJ6C571883,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSH-@-@-@-@-0-@-C45AF-15000-150925001-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,폴란드,수출,B,,미확정,YB,C27VA0734ZKM2500000,KNADA818AN6609586,24321,2432108000,카파엔진,타이밍체인,체인－타이밍,직거래,,E,엔진,시동불량,D92,엔진 시동불량/꺼짐지연_크랭킹 가능,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,P001700,,,2021/08/18,2021/08,2021,2022/04/15,2022/04,2022,2021/08/21,2021/08,2025/10/06,2025/10,2025/10/16,2025/10,2025/10/18,2025/10,2025,42085,240,1270,43,24321R1K,C27VA,,0734Z,유럽,,,,-,-,"[C]samochd kr?ci, nie odpala - pojazd dostarczony na lawecie
[R]Wymiana kompletu rozrz?du
[T]Diagnostyka komputerowa wykazała bł?d DTC P001700. Zdemontowano obudow? ła?cuszka rozrz?du i po ustawieniu stwierdzono lu?ny ła?cuszek ktry przeskoczył na kołach w wyniku czego przestawił si? rozrz?d. Przyczyn? usterki jest rozci?gni?cie ła?cuszka rozrz?du. Wada materiałowa. Do wymiany kompletny ze","[C]차량이 회전하고 시동이 걸리지 않음 - 트레일러로 배송된 차량
[R]타이밍 세트 교체
[T]컴퓨터 진단에서 DTC 오류 P001700이 나타났습니다. 타이밍 체인 하우징을 제거한 후 조정한 결과 느슨한 체인으로 인해 바퀴가 움직여 타이밍이 잘못 정렬된 것으로 확인되었습니다. 결함의 원인은 늘어난 타이밍 체인입니다. 재료 결함. 전체 교체하려면",R,149.79,264.84,414.63,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFMD142983,G4LⅢ1.2MPI,20210811,LD210806583,RW4Y,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C27VA-0734Z-KM25000695-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,폴란드,수출,B,,미확정,YB,C27VA0706KM2500000,KNAD6818AM6519851,39350,3935007100,카파엔진,CMPS,센서－캠샤프트 포지션,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,P001700,,,2020/12/16,2020/12,2020,2021/09/20,2021/09,2021,2020/12/19,2020/12,2025/10/13,2025/10,2025/10/16,2025/10,2025/10/18,2025/10,2025,38840,278,1484,50,39351R1K,C27VA,,0706,유럽,,,,-,-,"[C]?wieci si? kontrolka silnika, okresowo nie odpala, rozrusznik kr?ci a silnik nie odpala, dopiero po ponownej prbie
[R]wymiana czujnika poło?enia wałka rozrz?du po stronie wydechowej
[T]okresowo silniki nie uruchamia si? za pierwszym razem, rozrusznik działa poprawnie, diagnostyka KDS DTC P001700, usterka czujnika poło?enia wałka rozrz?du po stronie wydechowej, brak korelacji z poło?eniem wału korbowego, instalacja elektryczna podł?czenia i ci?gło?? wi?zki poprawne, zasilanie 12,5V
[L]nowy cz","[C] 엔진 점검등이 점등되고, 주기적으로 시동이 걸리지 않으며, 시동기가 회전하고 반복 시도 후에도 엔진이 시동되지 않습니다.
[R] 배기측 캠샤프트 위치 센서 교체
[T]간헐적으로 첫 시도에서 엔진이 시동되지 않음, 시동기는 정상 작동, KDS 진단 DTC P001700, 배기 측 캠축 위치 센서 결함, 크랭크축 위치와 상관 없음, 전기 설비 연결 및 하네스 연속성 정확, 12.5V 전원 공급 장치
[L]new cz",R,17.16,32.96,50.12,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFLD211388,G4LⅢ1.2MPI,20201210,KD201205178,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C27VA-0706-KM25001430-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,HMMC,유럽,체코 공화국,현지,B,,미확정,PDH,C24AC17036251016003,TMAH281BAPJ127295,25100,2510007501,카파엔진,,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",,,,,,2022/10/05,2022/10,2022,2022/11/01,2022/11,2022,2022/10/06,2022/10,2025/10/08,2025/10,2025/10/16,2025/10,2025/10/18,2025/10,2025,102970,27,1072,36,25100R5T,C24AC,,17036,유럽,,,,-,-,"[C]1) Z?kaznk ?ad? ?e?en z?vady pskajicho zvuku v motoru
[R]1) Provedena v?m?na vadn vodn pumpy v r?mci z?ruky vozu. Nyn v po??dku.
[T]Zji?t?na hlu?n? vodn pumpa.","[C]1) 고객이 엔진에서 휘파람 소리가 나는 것에 대한 해결책을 요청합니다.
[R]1) 차량 보증에 따라 결함이 있는 워터 펌프 교체가 수행되었습니다. 이제 괜찮습니다.
[T]워터 펌프에서 소음이 감지되었습니다.",,66.84,57.23,124.08,0,DOHC - LPI,MANUAL T/M - 6 SPEED 2WD,G3LEND123620,G3LⅢ1.0T-GDi,20220712,FNJ6F839922,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSH-@-@-@-@-0-@-C24AC-17036-251016003-0-1,,,,,,,,,,,,,,N,,
